"","TaxonoriginalDN","Taxonsimplified_DN","name","Acceptedname_ALA","name2.x","Note.Gbif","Taxonresolution_ALA","Collector","UniqueID","Provenance","Latitudedegrees","Latitudeminutes","Latitudeseconds","Longitudedegrees","Longitudeminutes","Longitudeseconds","Row","Tree","StatusFeb2016","Drought2019","Drought2020","Recovery2019.2020","Regrowth","RegrowthLocation","RegrowthAge","Regrowthdieback","Timesincedeath.June2019.","Drought2006","MaturityMar2020","Maturity.at.June.2019","Yearplanted","original","name2.y","name3"
"379","Eucalyptus misella","Eucalyptus misella","eucalyptus misella","Eucalyptus misella","eucalyptus misella","","Species ","D.Nicolle",147,"Lort River, WA",33,6,54,121,11,41,24,29,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_misella_CANB_794329","eucalyptus_misella","eucalyptus_misella"
"380","Eucalyptus mitchelliana","Eucalyptus mitchelliana","eucalyptus mitchelliana","Eucalyptus mitchelliana","eucalyptus mitchelliana","","Species ","D.Nicolle",574,"Mt Buffalo, Vic",36,43,21,146,48,55,56,35,"Dead","","","","","","","","","","","",1994,"Eucalyptus_mitchelliana_635","eucalyptus_mitchelliana","eucalyptus_mitchelliana"
"381","Eucalyptus moderata","Eucalyptus moderata","eucalyptus moderata","Eucalyptus moderata","eucalyptus moderata","","Species ","D.Nicolle",1563,"Diemals, WA",29,35,46,118,43,16,88,19,"Dead","","","","","","","","","","","",1996,"Eucalyptus_moderata_274","eucalyptus_moderata","eucalyptus_moderata"
"382","Eucalyptus moluccana (northern variant)","Eucalyptus moluccana","eucalyptus moluccana","Eucalyptus moluccana","eucalyptus moluccana","","Species ","D.Nicolle",2506,"Mt Garnet, Qld",17,43,39,145,2,51,166,3,"Alive","Moderate","Moderate","?","Moderate","Primary, secondary & tertiary branches","3 - 6 months","None evident","","None evident","Flowered","Flowered",1999,"Eucalyptus_moluccana_50761","eucalyptus_moluccana","eucalyptus_moluccana"
"383","Eucalyptus moorei subsp. moorei (E. dissita)","Eucalyptus moorei subsp. moorei","eucalyptus moorei subsp. moorei","Eucalyptus moorei subsp. moorei","eucalyptus moorei subsp. moorei","","Subspecies","D.Nicolle",2095,"Gibraltar Range Nat. Park, NSW",29,32,21,152,18,33,155,25,"Dead","","","","","","","","","","","",1998,"Eucalyptus_moorei_subsp_moorei_9600762","eucalyptus_moorei_subsp._moorei","eucalyptus_moorei_subsp_moorei"
"384","Eucalyptus morrisbyi","Eucalyptus morrisbyi","eucalyptus morrisbyi","Eucalyptus morrisbyi","eucalyptus morrisbyi","","Species ","D.Nicolle",1983,"Cremorne 1, Tas",42,57,10,147,30,26,154,1,"Dead","","","","","","","","","Died in 2006","","",1998,"Eucalyptus_morrisbyi_618","eucalyptus_morrisbyi","eucalyptus_morrisbyi"
"385","Eucalyptus morrisii","Eucalyptus morrisii","eucalyptus morrisii","Eucalyptus morrisii","eucalyptus morrisii","","Species ","D.Nicolle",6499,"Gunderbooka Range, NSW",30,38,22,145,46,0,245,5,"Alive","None evident","None evident","?","","","","","","Not applicable","Flowered","Flowered",2013,"Eucalyptus_morrisii_206","eucalyptus_morrisii","eucalyptus_morrisii"
"386","Eucalyptus muelleriana","Eucalyptus muelleriana","eucalyptus muelleriana","Eucalyptus muelleriana","eucalyptus muelleriana","","Species ","D.Nicolle",1753,"Bodalla, NSW",36,3,58,149,59,3,142,28,"Alive","Dead","","","","","","","1 - 2 years","Moderate","","",1997,"Eucalyptus_muelleriana_159","eucalyptus_muelleriana","eucalyptus_muelleriana"
"387","Eucalyptus multicaulis","Eucalyptus multicaulis","eucalyptus multicaulis","Eucalyptus multicaulis","eucalyptus multicaulis","","Species ","D.Nicolle",2914,"Goose Lookout, NSW",33,39,54,150,32,57,195,21,"Dead","","","","","","","","","","","",2000,"Eucalyptus_multicaulis_761635","eucalyptus_multicaulis","eucalyptus_multicaulis"
"388","Eucalyptus myriadena","Eucalyptus myriadena","eucalyptus myriadena","Eucalyptus myriadena","eucalyptus myriadena","","Species ","D.Nicolle",316,"Hyden, WA",32,27,0,118,52,2,10,17,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_myriadena_591","eucalyptus_myriadena","eucalyptus_myriadena"
"389","Eucalyptus neglecta","Eucalyptus neglecta","eucalyptus neglecta","Eucalyptus neglecta","eucalyptus neglecta","","Species ","D.Nicolle",2067,"Omeo, Vic",37,14,44,147,28,3,161,4,"Alive","Severe","Dead","?","None evident","","","","","Severe","","",1998,"Eucalyptus_neglecta_72027","eucalyptus_neglecta","eucalyptus_neglecta"
"390","Eucalyptus neutra","Eucalyptus neutra","eucalyptus neutra","Eucalyptus neutra","eucalyptus neutra","","Species ","D.Nicolle",1853,"Newdegate 1, WA",33,6,2,118,53,23,138,28,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1997,"Eucalyptus_neutra_284","eucalyptus_neutra","eucalyptus_neutra"
"391","Eucalyptus newbeyi","Eucalyptus newbeyi","eucalyptus newbeyi","Eucalyptus newbeyi","eucalyptus newbeyi","","Species ","D.Nicolle",212,"Beaufort Inlet, WA",34,27,12,118,52,33,28,1,"Dead","","","","","","","","","","","",1993,"Eucalyptus_newbeyi_501","eucalyptus_newbeyi","eucalyptus_newbeyi"
"392","Eucalyptus nicholii","Eucalyptus nicholii","eucalyptus nicholii","Eucalyptus nicholii","eucalyptus nicholii","","Species ","D.Nicolle",6194,"Buxner, NSW",29,2,10,152,8,54,275,2,"Alive","None evident","Severe","???","None evident","","","","","Not applicable","","",2013,"Eucalyptus_nicholii_209","eucalyptus_nicholii","eucalyptus_nicholii"
"393","Eucalyptus nitens","Eucalyptus nitens","eucalyptus nitens","Eucalyptus nitens","eucalyptus nitens","","Species ","D.Nicolle",1766,"Big Badja Hill, NSW",35,59,15,149,33,16,144,27,"Alive","Dead","","","","","","","6 - 12 months","None evident","","",1997,"Eucalyptus_nitens_ANBG_651034","eucalyptus_nitens","eucalyptus_nitens"
"394","Eucalyptus nitida","Eucalyptus nitida","eucalyptus nitida","Eucalyptus nitida","eucalyptus nitida","","Species ","D.Nicolle",1964,"Tullah, Tas",41,36,14,145,40,10,163,1,"Dead","","","","","","","","","","","",1998,"Eucalyptus_nitida_744","eucalyptus_nitida","eucalyptus_nitida"
"395","Eucalyptus nobilis","Eucalyptus nobilis","eucalyptus nobilis","Eucalyptus nobilis","eucalyptus nobilis","","Species ","D.Nicolle",647,"Dorrigo, NSW",30,19,25,152,42,49,61,9,"Dead","","","","","","","","","Died in 2006","","",1994,"Eucalyptus_nobilis_246","eucalyptus_nobilis","eucalyptus_nobilis"
"396","Eucalyptus normantonensis","Eucalyptus normantonensis","eucalyptus normantonensis","Eucalyptus normantonensis","eucalyptus normantonensis","","Species ","D.Nicolle",1202,"Pollock Hills, WA",22,49,41,127,37,30,65,1,"Alive","None evident","None evident","?","","","","","","None evident","","",1995,"Eucalyptus_normantonensis_340","eucalyptus_normantonensis","eucalyptus_normantonensis"
"397","Eucalyptus nortonii ","Eucalyptus nortonii","eucalyptus nortonii","Eucalyptus nortonii","eucalyptus nortonii","","Species ","D.Nicolle",2951,"Mudgee, NSW",32,42,50,149,28,42,190,4,"Alive","Moderate","Moderate","?","None evident","","","","","None evident","Flowered","Flowered",2000,"Eucalyptus_nortonii_664","eucalyptus_nortonii","eucalyptus_nortonii"
"398","Eucalyptus nudicaulis","Eucalyptus nudicaulis","eucalyptus nudicaulis","Eucalyptus nudicaulis","eucalyptus nudicaulis","","Species ","D.Nicolle",4184,"Mt Isa, Qld",20,33,59,139,28,40,202,8,"Alive","None evident","None evident","?","","","","","","Not applicable","Flowered","Flowered",2002,"Eucalyptus_nudicaulis_703","eucalyptus_nudicaulis","eucalyptus_nudicaulis"
"399","Eucalyptus nutans","Eucalyptus nutans","eucalyptus nutans","Eucalyptus nutans","eucalyptus nutans","","Species ","D.Nicolle",4800,"Bremer Bay, WA",34,22,52,119,23,21,211,5,"Alive","None evident","None evident","?","","","","","","Not applicable","Flowered","Flowered",2006,"Eucalyptus_nutans_722","eucalyptus_nutans","eucalyptus_nutans"
"400","Eucalyptus obconica","Eucalyptus obconica","eucalyptus obconica","Eucalyptus obconica","eucalyptus obconica","","Species ","D.Nicolle",1930,"Ellenbrae Station, WA",15,57,35,126,52,38,150,7,"Alive","None evident","None evident","?","","","","","","None evident","","",1998,"Eucalyptus_obconica_CANB_644802","eucalyptus_obconica","eucalyptus_obconica"
"401","Eucalyptus obesa","Eucalyptus obesa","eucalyptus obesa","Eucalyptus obesa","eucalyptus obesa","","Species ","D.Nicolle",1109,"90 Mile Tank, WA",32,40,58,120,41,33,68,20,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1995,"Eucalyptus_obesa_70","eucalyptus_obesa","eucalyptus_obesa"
"402","Eucalyptus obliqua","Eucalyptus obliqua","eucalyptus obliqua","Eucalyptus obliqua","eucalyptus obliqua","","Species ","D.Nicolle",1974,"Tarraleah, Tas",42,23,46,146,36,30,157,25,"Dead","","","","","","","","","","","",1998,"Eucalyptus_obliqua_Royal_Canberra_Golf_AHT21","eucalyptus_obliqua","eucalyptus_obliqua"
"403","Eucalyptus oblonga","Eucalyptus oblonga","eucalyptus oblonga","Eucalyptus globoidea","eucalyptus globoidea","","Species ","D.Nicolle",622,"Royal National Park, NSW",34,6,8,151,3,29,60,18,"Alive","Moderate","Moderate","?","Moderate","Basal + trunk","3 - 6 months","None evident","","None evident","Flowered","Flowered",1994,"Eucalyptus_oblonga_255","eucalyptus_oblonga","eucalyptus_oblonga"
"404","Eucalyptus occidentalis","Eucalyptus occidentalis","eucalyptus occidentalis","Eucalyptus occidentalis","eucalyptus occidentalis","","Species ","D.Nicolle",1095,"Cape Arid, WA",33,43,23,123,22,2,65,16,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1995,"Eucalyptus_occidentalis_430","eucalyptus_occidentalis","eucalyptus_occidentalis"
"405","Eucalyptus ochrophloia","Eucalyptus ochrophloia","eucalyptus ochrophloia","Eucalyptus ochrophloia","eucalyptus ochrophloia","","Species ","D.Nicolle",2119,"Charleville, Qld",26,30,15,146,4,55,83,20,"Alive","None evident","None evident","?","","","","","","None evident","","",1998,"Eucalyptus_ochrophloia_CANB_785600","eucalyptus_ochrophloia","eucalyptus_ochrophloia"
"406","Eucalyptus odontocarpa","Eucalyptus odontocarpa","eucalyptus odontocarpa","Eucalyptus odontocarpa","eucalyptus odontocarpa","","Species ","D.Nicolle",1199,"Great Sandy Desert, WA",22,30,22,124,4,56,66,12,"Dead","","","","","","","","","","","",1995,"Eucalyptus_odontocarpa_MC_10608","eucalyptus_odontocarpa","eucalyptus_odontocarpa"
"407","Eucalyptus oldfieldii","Eucalyptus oldfieldii","eucalyptus oldfieldii","Eucalyptus oldfieldii","eucalyptus oldfieldii","","Species ","D.Nicolle",2732,"Balpe Lakes, WA",29,25,52,123,27,32,184,14,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2000,"Eucalyptus_oldfieldii_MC_10775","eucalyptus_oldfieldii","eucalyptus_oldfieldii"
"408","Eucalyptus oleosa subsp. oleosa","Eucalyptus oleosa subsp. oleosa","eucalyptus oleosa subsp. oleosa","Eucalyptus oleosa subsp. oleosa","eucalyptus oleosa subsp. oleosa","Synonym of E. moluccana","Subspecies","D.Nicolle",1393,"Tarcoola, SA",30,48,17,134,8,5,183,21,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2000,"Eucalyptus_oleosa_subsp_oleosa_58","eucalyptus_oleosa_subsp._oleosa","eucalyptus_oleosa_subsp_oleosa"
"409","Eucalyptus olida","Eucalyptus olida","eucalyptus olida","Eucalyptus olida","eucalyptus olida","","Species ","D.Nicolle",661,"Gibraltar Nat. Park, NSW",29,31,44,152,14,55,57,17,"Dead","","","","","","","","","","","",1994,"Eucalyptus_olida_738","eucalyptus_olida","eucalyptus_olida"
"410","Eucalyptus oligantha ","Eucalyptus oligantha","eucalyptus oligantha","Eucalyptus oligantha","eucalyptus oligantha","","Species ","D.Nicolle",5810,"Walcott Inlet, WA",16,0,3,125,28,33,311,24,"Alive","None evident","None evident","?","","","","","","Not applicable","","",2011,"Eucalyptus_oligantha_MC_10571","eucalyptus_oligantha","eucalyptus_oligantha"
"411","Eucalyptus oligantha (subsp. modica)","Eucalyptus oligantha","eucalyptus oligantha","Eucalyptus oligantha subsp. modica","eucalyptus oligantha subsp. modica","","Subspecies","D.Nicolle",1919,"Mt Elizabeth Station, WA",16,23,49,126,11,9,138,5,"Alive","None evident","None evident","?","","","","","","None evident","","",1997,"Eucalyptus_oligantha_MC_10571","eucalyptus_oligantha","eucalyptus_oligantha"
"412","Eucalyptus olivina","Eucalyptus olivina","eucalyptus olivina","Eucalyptus olivina","eucalyptus olivina","","Species ","D.Nicolle",319,"Forrestania, WA",32,23,3,119,45,2,20,30,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_olivina_44","eucalyptus_olivina","eucalyptus_olivina"
"413","Eucalyptus olsenii","Eucalyptus olsenii","eucalyptus olsenii","Eucalyptus olsenii","eucalyptus olsenii","","Species ","D.Nicolle",597,"Dampier Trig, NSW",36,0,6,149,39,27,51,25,"Dead","","","","","","","","","","","",1994,"Eucalyptus_olsenii_762144","eucalyptus_olsenii","eucalyptus_olsenii"
"414","Eucalyptus ophitica","Eucalyptus ophitica","eucalyptus ophitica","Eucalyptus ophitica","eucalyptus ophitica","","Species ","D.Nicolle",2099,"Baryulgil, NSW",29,17,38,152,38,11,151,31,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1998,"Eucalyptus_ophitica_607","eucalyptus_ophitica","eucalyptus_ophitica"
"415","Eucalyptus optima","Eucalyptus optima","eucalyptus optima","Eucalyptus optima","eucalyptus optima","","Species ","D.Nicolle",115,"Balladonia, WA",32,17,34,123,29,50,27,8,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_optima_708","eucalyptus_optima","eucalyptus_optima"
"416","Eucalyptus oraria","Eucalyptus oraria","eucalyptus oraria","Eucalyptus oraria","eucalyptus oraria","","Species ","D.Nicolle",269,"Dongara, WA",29,11,3,114,55,0,10,27,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_oraria_28","eucalyptus_oraria","eucalyptus_oraria"
"417","Eucalyptus orbifolia","Eucalyptus orbifolia","eucalyptus orbifolia","Eucalyptus orbifolia","eucalyptus orbifolia","","Species ","D.Nicolle",2774,"Diemals Station, WA",29,37,14,118,54,44,186,26,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2000,"Eucalyptus_orbifolia_472","eucalyptus_orbifolia","eucalyptus_orbifolia"
"418","Eucalyptus oreades","Eucalyptus oreades","eucalyptus oreades","Eucalyptus oreades","eucalyptus oreades","","Species ","D.Nicolle",3210,"Gibbergunya River, NSW",34,26,12,150,26,8,239,1,"Dead","","","","","","","","","","","",2001,"Eucalyptus_oreades_747","eucalyptus_oreades","eucalyptus_oreades"
"419","Eucalyptus orgadophila","Eucalyptus orgadophila","eucalyptus orgadophila","Eucalyptus orgadophila","eucalyptus orgadophila","","Species ","D.Nicolle",698,"Rolleston, Qld",24,34,37,148,54,2,54,20,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1994,"Eucalyptus_orgadophila_AHT_E10","eucalyptus_orgadophila","eucalyptus_orgadophila"
"420","Eucalyptus ornata","Eucalyptus ornata","eucalyptus ornata","Eucalyptus ornata","eucalyptus ornata","","Species ","D.Nicolle",243,"Kondinin, WA",32,27,3,118,20,58,27,37,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"Eucalyptus_ornata_583","eucalyptus_ornata","eucalyptus_ornata"
"421","Eucalyptus orthostemon","Eucalyptus orthostemon","eucalyptus orthostemon","Eucalyptus orthostemon","eucalyptus orthostemon","","Species ","D.Nicolle",3426,"Yealering, WA",32,35,10,117,39,52,234,13,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"Eucalyptus_orthostemon_446","eucalyptus_orthostemon","eucalyptus_orthostemon"
"422","Eucalyptus ovularis","Eucalyptus ovularis","eucalyptus ovularis","Eucalyptus ovularis","eucalyptus ovularis","","Species ","D.Nicolle",1107,"Red Lake, WA",32,59,49,121,38,53,68,24,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1995,"Eucalyptus_ovularis_355","eucalyptus_ovularis","eucalyptus_ovularis"
"423","Eucalyptus oxymitra","Eucalyptus oxymitra","eucalyptus oxymitra","Eucalyptus oxymitra","eucalyptus oxymitra","","Species","D.Nicolle",1704,"Birksgate Range, SA",27,27,41,129,53,12,135,8,"Alive","None evident","None evident","?","","","","","","None evident","","",1997,"Eucalyptus_oxymitra_278","eucalyptus_oxymitra","eucalyptus_oxymitra"
"424","Eucalyptus pachycalyx subsp. pachycalyx","Eucalyptus pachycalyx subsp. pachycalyx","eucalyptus pachycalyx subsp. pachycalyx","Eucalyptus pachycalyx subsp. pachycalyx","eucalyptus pachycalyx subsp. pachycalyx","","Subspecies","D.Nicolle",1307,"Watsonville, Qld",17,22,36,145,17,52,94,6,"Dead","","","","","","","","","","","",1996,"Eucalyptus_pachycalyx_subsp_pachycalyx_305","eucalyptus_pachycalyx_subsp._pachycalyx","eucalyptus_pachycalyx_subsp_pachycalyx"
"425","Eucalyptus pachyloma","Eucalyptus pachyloma","eucalyptus pachyloma","Eucalyptus pachyloma","eucalyptus pachyloma","","Species ","D.Nicolle",224,"Wellstead, WA",34,30,53,118,22,49,23,13,"Dead","","","","","","","","","","","",1993,"Eucalyptus_pachyloma_426","eucalyptus_pachyloma","eucalyptus_pachyloma"
"426","Eucalyptus pachyphylla","Eucalyptus pachyphylla","eucalyptus pachyphylla","Eucalyptus pachyphylla","eucalyptus pachyphylla","","Species ","D.Nicolle",1203,"Mt Webb, WA",23,0,26,128,24,11,73,27,"Dead","","","","","","","","","","","",1995,"Eucalyptus_pachyphylla_ANBG_8503938","eucalyptus_pachyphylla","eucalyptus_pachyphylla"
"427","Eucalyptus paedoglauca","Eucalyptus paedoglauca","eucalyptus paedoglauca","Eucalyptus paedoglauca","eucalyptus paedoglauca","","Species ","D.Nicolle",1298,"Mt Stuart 1, Qld",19,21,39,146,48,30,93,5,"Dead","","","","","","","","","","","",1996,"Eucalyptus_paedoglauca_625","eucalyptus_paedoglauca","eucalyptus_paedoglauca"
"428","Eucalyptus paliformis","Eucalyptus paliformis","eucalyptus paliformis","Eucalyptus paliformis","eucalyptus paliformis","","Species ","D.Nicolle",592,"Wadbilliga Trig, NSW",36,20,36,149,35,40,56,4,"Dead","","","","","","","","","","","",1994,"Eucalyptus_paliformis_CANB_460597","eucalyptus_paliformis","eucalyptus_paliformis"
"429","Eucalyptus paludicola","Eucalyptus paludicola","eucalyptus paludicola","Eucalyptus paludicola","eucalyptus paludicola","","Species ","D.Nicolle",69,"Cox Scrub Con Park, SA",35,20,NA,139,45,NA,68,40,"Dead","","","","","","","","","","","",1995,"Eucalyptus_paludicola_ANBG_496820","eucalyptus_paludicola","eucalyptus_paludicola"
"430","Eucalyptus panda","Eucalyptus panda","eucalyptus panda","Eucalyptus panda","eucalyptus panda","","Species ","D.Nicolle",2117,"Maranoa River, Qld",25,11,59,147,56,10,150,25,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1998,"Eucalyptus_panda_228","eucalyptus_panda","eucalyptus_panda"
"431","Eucalyptus paniculata","Eucalyptus paniculata","eucalyptus paniculata","Eucalyptus paniculata","eucalyptus paniculata","","Species ","D.Nicolle",2903,"Batemans Bay, NSW",35,46,9,150,8,57,198,17,"Alive","Moderate","Slight","?","Scattered","Tertiary branches","3 - 6 months","None evident","","None evident","Flowered","Flowered",2000,"Eucalyptus_paniculata_749","eucalyptus_paniculata","eucalyptus_paniculata"
