TaxonoriginalDN,Taxonsimplified_DN,Acceptedname_ALA,name,Note.Gbif,Taxonresolution_ALA,Collector,UniqueID,Provenance,Latitudedegrees,Latitudeminutes,Latitudeseconds,Longitudedegrees,Longitudeminutes,Longitudeseconds,Row,Tree,StatusFeb2016,Drought2019,Drought2020,Recovery2019.2020,Regrowth,RegrowthLocation,RegrowthAge,Regrowthdieback,Timesincedeath.June2019.,Drought2006,MaturityMar2020,Maturity.at.June.2019,Yearplanted
Eucalyptus nandewarica,Eucalyptus nandewarica,Eucalyptus nandewarica,eucalyptus nandewarica,,Species ,D.Nicolle,6160,"Mt Kapultar, NSW",30,18,1,150,12,4,248,6,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013
Eucalyptus nebulosa,Eucalyptus nebulosa,Eucalyptus nebulosa,eucalyptus nebulosa,,Species ,D.Nicolle,6742,"Serpentine Range, Tas",41,42,49,145,23,36,340,17,Alive,Dead,,,,,,,3 - 6 months,Not applicable,,,2017
Eucalyptus neglecta,Eucalyptus neglecta,Eucalyptus neglecta,eucalyptus neglecta,,Species ,D.Nicolle,2067,"Omeo, Vic",37,14,44,147,28,3,161,4,Alive,Severe,Dead,?,None evident,,,,,Severe,,,1998
Eucalyptus neutra,Eucalyptus neutra,Eucalyptus neutra,eucalyptus neutra,,Species ,D.Nicolle,1853,"Newdegate 1, WA",33,6,2,118,53,23,138,28,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1997
Eucalyptus newbeyi,Eucalyptus newbeyi,Eucalyptus newbeyi,eucalyptus newbeyi,,Species ,D.Nicolle,212,"Beaufort Inlet, WA",34,27,12,118,52,33,28,1,Dead,,,,,,,,,,,,1993
Eucalyptus nicholii,Eucalyptus nicholii,Eucalyptus nicholii,eucalyptus nicholii,,Species ,D.Nicolle,6194,"Buxner, NSW",29,2,10,152,8,54,275,2,Alive,None evident,Severe,???,None evident,,,,,Not applicable,,,2013
Eucalyptus nitens,Eucalyptus nitens,Eucalyptus nitens,eucalyptus nitens,,Species ,D.Nicolle,1766,"Big Badja Hill, NSW",35,59,15,149,33,16,144,27,Alive,Dead,,,,,,,6 - 12 months,None evident,,,1997
Eucalyptus nitida,Eucalyptus nitida,Eucalyptus nitida,eucalyptus nitida,,Species ,D.Nicolle,1964,"Tullah, Tas",41,36,14,145,40,10,163,1,Dead,,,,,,,,,,,,1998
Eucalyptus nobilis,Eucalyptus nobilis,Eucalyptus nobilis,eucalyptus nobilis,,Species ,D.Nicolle,647,"Dorrigo, NSW",30,19,25,152,42,49,61,9,Dead,,,,,,,,,Died in 2006,,,1994
Eucalyptus normantonensis,Eucalyptus normantonensis,Eucalyptus normantonensis,eucalyptus normantonensis,,Species ,D.Nicolle,1202,"Pollock Hills, WA",22,49,41,127,37,30,65,1,Alive,None evident,None evident,?,,,,,,None evident,,,1995
Eucalyptus nortonii ,Eucalyptus nortonii,Eucalyptus nortonii,eucalyptus nortonii,,Species ,D.Nicolle,2951,"Mudgee, NSW",32,42,50,149,28,42,190,4,Alive,Moderate,Moderate,?,None evident,,,,,None evident,Flowered,Flowered,2000
Eucalyptus notabilis,Eucalyptus notabilis,Eucalyptus notabilis,eucalyptus notabilis,,Species ,D.Nicolle,6203,"Peregrine Point, NSW",29,36,46,152,12,13,283,6,Alive,None evident,None evident,?,,,,,,Not applicable,,,2013
Eucalyptus notactites,Eucalyptus notactites,Eucalyptus notactites,eucalyptus notactites,,Species ,D.Nicolle,177,"Lucky Bay, WA",33,58,55,122,12,56,85,5,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996
Eucalyptus nova-anglica,Eucalyptus nova-anglica,Eucalyptus nova-anglica,eucalyptus nova-anglica,,Species,D.Nicolle,656,"Guyra, NSW",30,8,10,151,51,34,57,21,Alive,Dead,,,,,,,6 - 12 months,Severe,,,1994
Eucalyptus nubilis (E. fibrosa subsp. nubila),Eucalyptus nubilis,Eucalyptus fibrosa subsp. nubilis,eucalyptus fibrosa subsp. nubilis,,Subspecies,D.Nicolle,685,"Tara, Qld",27,3,22,150,30,34,53,5,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994
Eucalyptus nudicaulis,Eucalyptus nudicaulis,Eucalyptus nudicaulis,eucalyptus nudicaulis,,Species ,D.Nicolle,4184,"Mt Isa, Qld",20,33,59,139,28,40,202,8,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2002
Eucalyptus nutans,Eucalyptus nutans,Eucalyptus nutans,eucalyptus nutans,,Species ,D.Nicolle,4800,"Bremer Bay, WA",34,22,52,119,23,21,211,5,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2006
Eucalyptus obconica,Eucalyptus obconica,Eucalyptus obconica,eucalyptus obconica,,Species ,D.Nicolle,1930,"Ellenbrae Station, WA",15,57,35,126,52,38,150,7,Alive,None evident,None evident,?,,,,,,None evident,,,1998
Eucalyptus obesa,Eucalyptus obesa,Eucalyptus obesa,eucalyptus obesa,,Species ,D.Nicolle,1109,"90 Mile Tank, WA",32,40,58,120,41,33,68,20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995
Eucalyptus obliqua,Eucalyptus obliqua,Eucalyptus obliqua,eucalyptus obliqua,,Species ,D.Nicolle,1974,"Tarraleah, Tas",42,23,46,146,36,30,157,25,Dead,,,,,,,,,,,,1998
Eucalyptus oblonga,Eucalyptus oblonga,Eucalyptus globoidea,eucalyptus globoidea,,Species ,D.Nicolle,622,"Royal National Park, NSW",34,6,8,151,3,29,60,18,Alive,Moderate,Moderate,?,Moderate,Basal + trunk,3 - 6 months,None evident,,None evident,Flowered,Flowered,1994
Eucalyptus obstans,Eucalyptus obstans,Eucalyptus burgessiana,eucalyptus burgessiana,,Species ,D.Nicolle,620,"Royal National Park, NSW",34,8,54,151,3,41,56,1,Dead,,,,,,,,,,,,1994
Eucalyptus obtusiflora subsp. dongarraensis,Eucalyptus obtusiflora subsp. dongarraensis,Eucalyptus obtusiflora subsp. dongarraensis,eucalyptus obtusiflora subsp. dongarraensis,,Subspecies,D.Nicolle,266,"Cliff Head, WA",29,38,8,114,58,8,10,31,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus obtusiflora subsp. dongarraensis (subsp. cowcowensis),Eucalyptus obtusiflora subsp. dongarraensis,Eucalyptus obtusiflora subsp. cowcowensis,eucalyptus obtusiflora subsp. cowcowensis,,Subspecies,D.Nicolle,2235,"Wyalkatchem, WA",31,8,57,117,25,3,175,27,Alive,None evident,None evident,?,,,,,,None evident,,,1999
Eucalyptus obtusiflora subsp. obtusiflora,Eucalyptus obtusiflora subsp. obtusiflora,Eucalyptus obtusiflora subsp. obtusiflora,eucalyptus obtusiflora subsp. obtusiflora,,Subspecies,D.Nicolle,1173,"Coburn Station, WA",26,35,51,114,15,1,62,3,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995
Eucalyptus occidentalis,Eucalyptus occidentalis,Eucalyptus occidentalis,eucalyptus occidentalis,,Species ,D.Nicolle,1095,"Cape Arid, WA",33,43,23,123,22,2,65,16,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995
Eucalyptus ochrophloia,Eucalyptus ochrophloia,Eucalyptus ochrophloia,eucalyptus ochrophloia,,Species ,D.Nicolle,2119,"Charleville, Qld",26,30,15,146,4,55,83,20,Alive,None evident,None evident,?,,,,,,None evident,,,1998
Eucalyptus odontocarpa,Eucalyptus odontocarpa,Eucalyptus odontocarpa,eucalyptus odontocarpa,,Species ,D.Nicolle,1199,"Great Sandy Desert, WA",22,30,22,124,4,56,66,12,Dead,,,,,,,,,,,,1995
Eucalyptus odorata,Eucalyptus odorata,Eucalyptus odorata,eucalyptus odorata,,Species ,D.Nicolle,822,"Kangaroo Island, SA",35,41,35,137,31,52,66,34,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995
Eucalyptus odorata (E. silvestris),Eucalyptus odorata,Eucalyptus silvestris,eucalyptus silvestris,,Species ,D.Nicolle,2580,"Serviceton, Vic",36,20,57,140,59,52,188,1,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000
Eucalyptus oldfieldii,Eucalyptus oldfieldii,Eucalyptus oldfieldii,eucalyptus oldfieldii,,Species ,D.Nicolle,2732,"Balpe Lakes, WA",29,25,52,123,27,32,184,14,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000
Eucalyptus oleosa subsp. ampliata,Eucalyptus oleosa subsp. ampliata,Eucalyptus oleosa subsp. ampliata,eucalyptus oleosa subsp. ampliata,Synonym of E. moluccana,Subspecies,D.Nicolle,1408,"Kimba, SA",33,12,20,136,11,36,87,11,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996
Eucalyptus oleosa subsp. corvina,Eucalyptus oleosa subsp. corvina,Eucalyptus oleosa subsp. corvina,eucalyptus oleosa subsp. corvina,Synonym of E. moluccana,Subspecies,D.Nicolle,1123,"Ravensthorpe 1, WA",33,34,45,120,3,3,63,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995
Eucalyptus oleosa subsp. cylindroidea,Eucalyptus oleosa subsp. cylindroidea,Eucalyptus oleosa subsp. cylindroidea,eucalyptus oleosa subsp. cylindroidea,Synonym of E. moluccana,Subspecies,D.Nicolle,1642,"Scaddan, WA",33,28,49,121,35,2,136,13,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1997
Eucalyptus oleosa subsp. oleosa,Eucalyptus oleosa subsp. oleosa,Eucalyptus oleosa subsp. oleosa,eucalyptus oleosa subsp. oleosa,Synonym of E. moluccana,Subspecies,D.Nicolle,1393,"Tarcoola, SA",30,48,17,134,8,5,183,21,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000
Eucalyptus olida,Eucalyptus olida,Eucalyptus olida,eucalyptus olida,,Species ,D.Nicolle,661,"Gibraltar Nat. Park, NSW",29,31,44,152,14,55,57,17,Dead,,,,,,,,,,,,1994
Eucalyptus oligantha ,Eucalyptus oligantha,Eucalyptus oligantha,eucalyptus oligantha,,Species ,D.Nicolle,5810,"Walcott Inlet, WA",16,0,3,125,28,33,311,24,Alive,None evident,None evident,?,,,,,,Not applicable,,,2011
Eucalyptus oligantha (subsp. modica),Eucalyptus oligantha,Eucalyptus oligantha subsp. modica,eucalyptus oligantha subsp. modica,,Subspecies,D.Nicolle,1919,"Mt Elizabeth Station, WA",16,23,49,126,11,9,138,5,Alive,None evident,None evident,?,,,,,,None evident,,,1997
Eucalyptus olivina,Eucalyptus olivina,Eucalyptus olivina,eucalyptus olivina,,Species ,D.Nicolle,319,"Forrestania, WA",32,23,3,119,45,2,20,30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus olsenii,Eucalyptus olsenii,Eucalyptus olsenii,eucalyptus olsenii,,Species ,D.Nicolle,597,"Dampier Trig, NSW",36,0,6,149,39,27,51,25,Dead,,,,,,,,,,,,1994
Eucalyptus ophitica,Eucalyptus ophitica,Eucalyptus ophitica,eucalyptus ophitica,,Species ,D.Nicolle,2099,"Baryulgil, NSW",29,17,38,152,38,11,151,31,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1998
Eucalyptus opimiflora,Eucalyptus opimiflora,Eucalyptus opimiflora,eucalyptus opimiflora,,Species ,D.Nicolle,3515,"Badgingarra, WA",30,23,51,115,33,20,221,37,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001
Eucalyptus optima,Eucalyptus optima,Eucalyptus optima,eucalyptus optima,,Species ,D.Nicolle,115,"Balladonia, WA",32,17,34,123,29,50,27,8,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus oraria,Eucalyptus oraria,Eucalyptus oraria,eucalyptus oraria,,Species ,D.Nicolle,269,"Dongara, WA",29,11,3,114,55,0,10,27,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus orbifolia,Eucalyptus orbifolia,Eucalyptus orbifolia,eucalyptus orbifolia,,Species ,D.Nicolle,2774,"Diemals Station, WA",29,37,14,118,54,44,186,26,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000
Eucalyptus ordiana,Eucalyptus ordiana,Eucalyptus ordiana,eucalyptus ordiana,,Species ,D.Nicolle,1934,"Dunham Hill, WA",16,21,16,128,13,47,83,17,Dead,,,,,,,,,,,,1998
Eucalyptus oreades,Eucalyptus oreades,Eucalyptus oreades,eucalyptus oreades,,Species ,D.Nicolle,3210,"Gibbergunya River, NSW",34,26,12,150,26,8,239,1,Dead,,,,,,,,,,,,2001
Eucalyptus orgadophila,Eucalyptus orgadophila,Eucalyptus orgadophila,eucalyptus orgadophila,,Species ,D.Nicolle,698,"Rolleston, Qld",24,34,37,148,54,2,54,20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994
Eucalyptus ornata,Eucalyptus ornata,Eucalyptus ornata,eucalyptus ornata,,Species ,D.Nicolle,243,"Kondinin, WA",32,27,3,118,20,58,27,37,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus orthostemon,Eucalyptus orthostemon,Eucalyptus orthostemon,eucalyptus orthostemon,,Species ,D.Nicolle,3426,"Yealering, WA",32,35,10,117,39,52,234,13,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001
Eucalyptus ovata subsp. grandiflora,Eucalyptus ovata subsp. grandiflora,Eucalyptus ovata subsp. grandiflora,eucalyptus ovata subsp. grandiflora,,Subspecies,D.Nicolle,1594,"Strathdownie, Vic",37,45,40,140,59,53,92,7,Alive,Dead,,,,,,,1 - 2 years,Severe,Flowered,Flowered,1996
Eucalyptus ovata subsp. ovata,Eucalyptus ovata subsp. ovata,Eucalyptus ovata subsp. ovata,eucalyptus ovata subsp. ovata,,Subspecies,D.Nicolle,1717,"Port Macdonnell, SA",38,3,NA,140,41,,145,16,Alive,Severe,Moderate,?,None evident,,,,,Severe,,,1997
Eucalyptus ovularis,Eucalyptus ovularis,Eucalyptus ovularis,eucalyptus ovularis,,Species ,D.Nicolle,1107,"Red Lake, WA",32,59,49,121,38,53,68,24,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995
Eucalyptus oxymitra,Eucalyptus oxymitra,Eucalyptus oxymitra,eucalyptus oxymitra,,Species,D.Nicolle,1704,"Birksgate Range, SA",27,27,41,129,53,12,135,8,Alive,None evident,None evident,?,,,,,,None evident,,,1997
Eucalyptus pachycalyx subsp. banyabba,Eucalyptus pachycalyx subsp. banyabba,Eucalyptus pachycalyx subsp. banyabba,eucalyptus pachycalyx subsp. banyabba,,Subspecies,D.Nicolle,2098,"Banyabba Nature Res, NSW",29,23,35,152,56,42,151,7,Alive,None evident,Moderate,??,Scattered,Primary & secondary branches,3 - 6 months,None evident,,None evident,Flowered,Flowered,1998
Eucalyptus pachycalyx subsp. pachycalyx,Eucalyptus pachycalyx subsp. pachycalyx,Eucalyptus pachycalyx subsp. pachycalyx,eucalyptus pachycalyx subsp. pachycalyx,,Subspecies,D.Nicolle,1307,"Watsonville, Qld",17,22,36,145,17,52,94,6,Dead,,,,,,,,,,,,1996
Eucalyptus pachycalyx subsp. waajensis,Eucalyptus pachycalyx subsp. waajensis,Eucalyptus pachycalyx subsp. waajensis,eucalyptus pachycalyx subsp. waajensis,,Subspecies,D.Nicolle,1265,"Cracow, Qld",25,28,47,150,17,6,162,9,Alive,None evident,Slight,?,Moderate,Secondary & tertiary branches,3 - 6 months,None evident,,None evident,Budded,Budded,1998
Eucalyptus pachyloma,Eucalyptus pachyloma,Eucalyptus pachyloma,eucalyptus pachyloma,,Species ,D.Nicolle,224,"Wellstead, WA",34,30,53,118,22,49,23,13,Dead,,,,,,,,,,,,1993
Eucalyptus pachyphylla,Eucalyptus pachyphylla,Eucalyptus pachyphylla,eucalyptus pachyphylla,,Species ,D.Nicolle,1203,"Mt Webb, WA",23,0,26,128,24,11,73,27,Dead,,,,,,,,,,,,1995
Eucalyptus paedoglauca,Eucalyptus paedoglauca,Eucalyptus paedoglauca,eucalyptus paedoglauca,,Species ,D.Nicolle,1298,"Mt Stuart 1, Qld",19,21,39,146,48,30,93,5,Dead,,,,,,,,,,,,1996
Eucalyptus paliformis,Eucalyptus paliformis,Eucalyptus paliformis,eucalyptus paliformis,,Species ,D.Nicolle,592,"Wadbilliga Trig, NSW",36,20,36,149,35,40,56,4,Dead,,,,,,,,,,,,1994
Eucalyptus pallida,Eucalyptus pallida,Eucalyptus eudesmioides subsp. pallida,eucalyptus eudesmioides subsp. pallida,,Subspecies,D.Nicolle,5079,"Emu fence, WA",27,15,18,114,14,3,301,16,Dead,,,,,,,,,,,,2010
Eucalyptus paludicola,Eucalyptus paludicola,Eucalyptus paludicola,eucalyptus paludicola,,Species ,D.Nicolle,69,"Cox Scrub Con Park, SA",35,20,NA,139,45,,68,40,Dead,,,,,,,,,,,,1995
Eucalyptus panda,Eucalyptus panda,Eucalyptus panda,eucalyptus panda,,Species ,D.Nicolle,2117,"Maranoa River, Qld",25,11,59,147,56,10,150,25,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1998
Eucalyptus paniculata,Eucalyptus paniculata,Eucalyptus paniculata,eucalyptus paniculata,,Species ,D.Nicolle,2903,"Batemans Bay, NSW",35,46,9,150,8,57,198,17,Alive,Moderate,Slight,?,Scattered,Tertiary branches,3 - 6 months,None evident,,None evident,Flowered,Flowered,2000
Eucalyptus pantoleuca,Eucalyptus pantoleuca,Eucalyptus pantoleuca,eucalyptus pantoleuca,,Species ,D.Nicolle,1931,"Kununurra, WA",15,59,25,126,59,52,144,6,Alive,None evident,None evident,?,,,,,,None evident,,,1997
Eucalyptus parramattensis subsp. decadens,Eucalyptus parramattensis subsp. decadens,Eucalyptus parramattensis subsp. decadens,eucalyptus parramattensis subsp. decadens,,Subspecies,D.Nicolle,641,"Williamstown, NSW",32,46,59,151,53,14,56,9,Alive,Slight,Severe,??,None evident,,,,,Moderate,Flowered,Flowered,1994
Eucalyptus parramattensis subsp. parramattensis,Eucalyptus parramattensis subsp. parramattensis,Eucalyptus parramattensis subsp. parramattensis,eucalyptus parramattensis subsp. parramattensis,,Subspecies,D.Nicolle,1763,"Thirlmere, NSW",34,13,2,150,33,1,143,15,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1997
Eucalyptus parvula,Eucalyptus parvula,Eucalyptus parvula,eucalyptus parvula,,Species ,D.Nicolle,591,"Numeralla, NSW",36,18,28,149,30,41,15,44,Dead,,,,,,,,,,,,1994
Eucalyptus patellaris,Eucalyptus patellaris,Eucalyptus patellaris,eucalyptus patellaris,,Species ,D.Nicolle,1339,"Daly Waters, NT",16,16,20,133,23,30,89,5,Alive,None evident,None evident,?,,,,,,None evident,,,1996
Eucalyptus patens,Eucalyptus patens,Eucalyptus patens,eucalyptus patens,,Species ,D.Nicolle,1143,"Manjimup, WA",34,16,58,115,42,28,76,5,Dead,,,,,,,,,,,,1995
Eucalyptus pauciflora subsp. acerina,Eucalyptus pauciflora subsp. acerina,Eucalyptus pauciflora subsp. acerina,eucalyptus pauciflora subsp. acerina,,Subspecies,D.Nicolle,4521,"Mt Gwinear, Vic",37,50,28,146,19,55,267,15,Dead,,,,,,,,,,,,2004
Eucalyptus pauciflora subsp. debeuzevillei,Eucalyptus pauciflora subsp. debeuzevillei,Eucalyptus pauciflora subsp. debeuzevillei,eucalyptus pauciflora subsp. debeuzevillei,,Subspecies,D.Nicolle,2070,"Mt Genini, ACT",35,31,49,148,46,22,154,29,Dead,,,,,,,,,,,,1998
Eucalyptus pauciflora subsp. hedraia,Eucalyptus pauciflora subsp. hedraia,Eucalyptus pauciflora subsp. hedraia,eucalyptus pauciflora subsp. hedraia,,Subspecies,D.Nicolle,3801,"Mt Bogong, Vic",36,42,50,147,17,40,243,17,Dead,,,,,,,,,,,,2002
Eucalyptus pauciflora subsp. niphophila,Eucalyptus pauciflora subsp. niphophila,Eucalyptus pauciflora subsp. niphophila,eucalyptus pauciflora subsp. niphophila,,Subspecies,D.Nicolle,3800,"Mt Bogong, Vic",36,43,30,147,18,20,243,21,Dead,,,,,,,,,,,,2002
Eucalyptus pauciflora subsp. parvifructa,Eucalyptus pauciflora subsp. parvifructa,Eucalyptus pauciflora subsp. parvifructa,eucalyptus pauciflora subsp. parvifructa,,Subspecies,D.Nicolle,353,"Mt William 1, Vic",37,17,NA,142,36,,160,9,Dead,,,,,,,,,,,,1998
Eucalyptus pauciflora subsp. pauciflora,Eucalyptus pauciflora subsp. pauciflora,Eucalyptus pauciflora subsp. pauciflora,eucalyptus pauciflora subsp. pauciflora,,Subspecies,D.Nicolle,476,"Caroline Forest Reserve, SA",37,55,NA,140,54,,58,25,Alive,Severe,Severe,?,None evident,,,,,Severe,,,1994
Eucalyptus pellita ,Eucalyptus pellita,Eucalyptus pellita,eucalyptus pellita,,Species ,D.Nicolle,1304,"Cardwell, Qld",18,25,40,146,8,19,95,15,Dead,,,,,,,,,Died in 2006,,,1996
Eucalyptus pendens,Eucalyptus pendens,Eucalyptus pendens,eucalyptus pendens,,Species ,D.Nicolle,256,"Warradarge, WA",30,24,NA,115,23,,188,29,Alive,None evident,Slight,?,None evident,,,,,None evident,,,2000
Eucalyptus peninsularis,Eucalyptus peninsularis,Eucalyptus peninsularis,eucalyptus peninsularis,,Species ,D.Nicolle,1953,"Karkoo, SA",34,7,54,135,43,42,140,33,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1997
Eucalyptus perangusta,Eucalyptus perangusta,Eucalyptus perangusta,eucalyptus perangusta,,Species ,D.Nicolle,1118,"Ravensthorpe, WA",33,22,39,119,53,38,69,27,Dead,,,,,,,,,,,,1995
Eucalyptus percostata,Eucalyptus percostata,Eucalyptus percostata,eucalyptus percostata,,Species ,D.Nicolle,1603,"Devils Peak 2, SA",32,25,NA,38,0,,135,22,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1997
Eucalyptus perriniana,Eucalyptus perriniana,Eucalyptus perriniana,eucalyptus perriniana,,Species ,D.Nicolle,1975,"Strickland, Tas",42,20,41,146,39,38,156,29,Dead,,,,,,,,,,,,1998
Eucalyptus persistens,Eucalyptus persistens,Eucalyptus persistens,eucalyptus persistens,,Species ,D.Nicolle,1291,"White Mountains, Qld",20,39,40,145,15,15,91,2,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996
Eucalyptus petiolaris (yellow flower morph),Eucalyptus petiolaris,Eucalyptus petiolaris,eucalyptus petiolaris,,Species ,D.Nicolle,945,"Koppio Hills 2, SA",34,29,9,135,51,27,74,31,Alive,Moderate,Moderate,?,None evident,,,,,Moderate,Flowered,Flowered,1995
Eucalyptus petraea,Eucalyptus petraea,Eucalyptus petraea,eucalyptus petraea,,Species ,D.Nicolle,2761,"Diemals Station, WA",28,57,50,118,52,2,185,37,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000
Eucalyptus petrensis,Eucalyptus petrensis,Eucalyptus petrensis,eucalyptus petrensis,,Species ,D.Nicolle,248,"Seabird, WA",31,17,13,115,26,55,27,34,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993
Eucalyptus phaenophylla (subsp. interjacens),Eucalyptus phaenophylla,Eucalyptus phaenophylla,eucalyptus phaenophylla,,Species ,D.Nicolle,196,"Eldverton, WA",33,44,5,120,11,28,21,25,Alive,Moderate,Moderate,?,None evident,,,,,None evident,Flowered,Flowered,1993
Eucalyptus phenax subsp. compressa,Eucalyptus phenax subsp. compressa,Eucalyptus phenax subsp. compressa,eucalyptus phenax subsp. compressa,,Subspecies,D.Nicolle,824,"Kangaroo Island, SA",35,42,32,137,30,45,74,33,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995
Eucalyptus phenax subsp. phenax,Eucalyptus phenax subsp. phenax,Eucalyptus phenax subsp. phenax,eucalyptus phenax subsp. phenax,,Subspecies,D.Nicolle,3439,"Pingaring, WA",32,44,1,119,0,19,227,21,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001
Eucalyptus phoenicea (Battlecamp variant),Eucalyptus phoenicea,Eucalyptus phoenicea,eucalyptus phoenicea,,Species ,D.Nicolle,1320,"Cooktown, Qld",15,17,10,144,53,2,95,19,Dead,,,,,,,,,,,,1996
Eucalyptus pilbarensis,Eucalyptus pilbarensis,Eucalyptus pilbarensis,eucalyptus pilbarensis,,Species ,D.Nicolle,1189,"Mt Nameless, WA",23,43,22,117,45,22,62,17,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995
