"","TaxonoriginalDN","Taxonsimplified_DN","Acceptedname_ALA","name","Note.Gbif","Taxonresolution_ALA","Collector","UniqueID","Provenance","Latitudedegrees","Latitudeminutes","Latitudeseconds","Longitudedegrees","Longitudeminutes","Longitudeseconds","Row","Tree","StatusFeb2016","Drought2019","Drought2020","Recovery2019.2020","Regrowth","RegrowthLocation","RegrowthAge","Regrowthdieback","Timesincedeath.June2019.","Drought2006","MaturityMar2020","Maturity.at.June.2019","Yearplanted","RowTree","FieldID","DNNumber"
"564","Eucalyptus cinerea subsp. cinerea","Eucalyptus cinerea subsp. cinerea","Eucalyptus cinerea subsp. cinerea","eucalyptus cinerea subsp. cinerea","","Subspecies","D.Nicolle","3211","Marulan, NSW",34,41,2,150,3,"6",237,3,"Alive","Dead","","","","","","","6 - 12 months","Slight","Flowered","Flowered",2001,"R237/T01","CCA4706",3211
"565","Eucalyptus exigua","Eucalyptus exigua","Eucalyptus exigua","eucalyptus exigua","","Species ","D.Nicolle","322","Forrestania, WA",32,31,31,119,45,"57",24,9,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"R024/T09","CCA0360",322
"566","Eucalyptus georgei subsp. fulgida","Eucalyptus georgei subsp. fulgida","Eucalyptus georgei subsp. fulgida","eucalyptus georgei subsp. fulgida","","Subspecies","D.Nicolle","323","Lake Cronin, WA",32,22,38,119,50,"0",25,6,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"R025/T06","CCA0383",323
"567","Eucalyptus georgei subsp. georgei","Eucalyptus georgei subsp. georgei","Eucalyptus georgei subsp. georgei","eucalyptus georgei subsp. georgei","","Subspecies","D.Nicolle","325","Mt Day, WA",32,13,16,120,29,"55",16,14,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"R016/T14","CCA0201",325
"568","Eucalyptus tenuis","Eucalyptus tenuis","Eucalyptus tenuis","eucalyptus tenuis","","Species ","D.Nicolle","326","Mt Day, WA",32,7,27,120,29,"32",16,1,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"R016/T01","CCA0191",326
"569","Eucalyptus incerata","Eucalyptus incerata","Eucalyptus incerata","eucalyptus incerata","","Species ","D.Nicolle","327","Mt Day, WA",32,6,40,120,26,"5",20,16,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"R020/T16","CCA0281",327
"570","Eucalyptus aspratilis","Eucalyptus aspratilis","Eucalyptus aspratilis","eucalyptus aspratilis","","Species ","D.Nicolle","328","Mt Day, WA",32,6,51,120,26,"25",31,5,"Alive","None evident","None evident","?","","","","","","None evident","","",1993,"R031/T05","CCA0488",328
"571","Eucalyptus cerasiformis","Eucalyptus cerasiformis","Eucalyptus cerasiformis","eucalyptus cerasiformis","","Species ","D.Nicolle","329","Lake Johnston, WA",32,11,37,120,31,"56",24,5,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"R024/T05","CCA0356",329
"572","Eucalyptus kruseana","Eucalyptus kruseana","Eucalyptus kruseana","eucalyptus kruseana","","Species ","D.Nicolle","337","Cardunia Rocks, WA",30,56,4,122,33,"1",45,21,"Alive","None evident","None evident","?","","","","","","None evident","","",1994,"R045/T23","CCA0656",337
"573","Eucalyptus astringens subsp. astringens","Eucalyptus astringens subsp. astringens","Eucalyptus astringens subsp. astringens","eucalyptus astringens subsp. astringens","","Subspecies","D.Nicolle","3423","Tutanning Nature Res., WA",32,32,43,117,20,"38",237,9,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"R227/T01","CCA4440",3438
"574","Eucalyptus orthostemon","Eucalyptus orthostemon","Eucalyptus orthostemon","eucalyptus orthostemon","","Species ","D.Nicolle","3426","Yealering, WA",32,35,10,117,39,"52",234,13,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"R232/T01","CCA4580",3691
"575","Eucalyptus flavida","Eucalyptus flavida","Eucalyptus flavida","eucalyptus flavida","","Species ","D.Nicolle","343","Bronco Plains, WA",30,50,27,122,50,"13",11,4,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"R011/T04","CCA0052",343
"576","Eucalyptus spathulata subsp. salina","Eucalyptus spathulata subsp. salina","Eucalyptus spathulata subsp. salina","eucalyptus spathulata subsp. salina","","Subspecies","D.Nicolle","3435","Pingaring, WA",32,45,41,118,24,"2",206,21,"Dead","","","","","","","","","","","",2002,"R204/T03","CCA4055",3806
"577","Eucalyptus phenax subsp. phenax","Eucalyptus phenax subsp. phenax","Eucalyptus phenax subsp. phenax","eucalyptus phenax subsp. phenax","","Subspecies","D.Nicolle","3439","Pingaring, WA",32,44,1,119,0,"19",227,21,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"R072/T18","CCA1286",929
"578","Eucalyptus stricklandii","Eucalyptus stricklandii","Eucalyptus stricklandii","eucalyptus stricklandii","","Species ","D.Nicolle","344","Coonana, WA",31,1,23,123,4,"11",45,19,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1994,"R045/T19","CCA0654",344
"579","Eucalyptus aequioperta","Eucalyptus aequioperta","Eucalyptus aequioperta","eucalyptus aequioperta","","Species ","D.Nicolle","3448","Hyden, WA",32,3,5,118,53,"54",223,21,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"R223/T21","CCA4333",3448
"580","Eucalyptus polita","Eucalyptus polita","Eucalyptus polita","eucalyptus polita","","Species ","D.Nicolle","3449","Holleton, WA",31,57,57,118,58,"28",223,17,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"R223/T17","CCA4331",3449
"581","Eucalyptus eremophila","Eucalyptus eremophila","Eucalyptus eremophila","eucalyptus eremophila","","Species ","D.Nicolle","345","Zanthus, WA",31,1,59,123,30,"42",16,28,"Dead","","","","","","","","","","","",1993,"R173/T30","CCA3481",NA
"582","Eucalyptus subangusta subsp. virescens","Eucalyptus subangusta subsp. virescens","Eucalyptus subangusta subsp. virescens","eucalyptus subangusta subsp. virescens","","Subspecies","D.Nicolle","3451","Bruce Rock, WA",31,59,16,118,20,"47",223,26,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"R223/T26","CCA4337",3451
"583","Eucalyptus thamnoides","Eucalyptus thamnoides","Eucalyptus thamnoides","eucalyptus thamnoides","","Species ","D.Nicolle","3454","Quairading, WA",31,58,16,117,12,"10",234,5,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"R234/T05","CCA4633",3454
"584","Eucalyptus salicola","Eucalyptus salicola","Eucalyptus salicola","eucalyptus salicola","","Species ","D.Nicolle","3457","Baandie, WA",31,35,8,117,59,"29",227,17,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"R204/T21","CCA4067",3882
"585","Eucalyptus erythronema subsp. erythronema","Eucalyptus erythronema subsp. erythronema","Eucalyptus erythronema subsp. erythronema","eucalyptus erythronema subsp. erythronema","","Subspecies","D.Nicolle","3458","Bodallin, WA",31,22,38,118,42,"50",223,1,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"R223/T01","CCA4316",3458
"586","Eucalyptus vittata","Eucalyptus vittata","Eucalyptus vittata","eucalyptus vittata","","Species ","D.Nicolle","3474","Yellowdine, WA",31,17,29,119,47,"44",235,5,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"R203/T06","CCA4038",3830
"587","Eucalyptus kochii subsp. yellowdinensis","Eucalyptus kochii subsp. yellowdinensis","Eucalyptus kochii subsp. yellowdinensis","eucalyptus kochii subsp. yellowdinensis","","Subspecies","D.Nicolle","3477","Yellowdine, WA",31,16,22,119,56,"33",207,32,"Alive","None evident","None evident","?","","","","","","Not applicable","Flowered","Flowered",2002,"R207/T32","CCA4148",3477
"588","Eucalyptus distuberosa subsp. distuberosa ","Eucalyptus distuberosa subsp. distuberosa","Eucalyptus distuberosa subsp. distuberosa","eucalyptus distuberosa subsp. distuberosa","","Subspecies","D.Nicolle","3480","Yellowdine, WA",31,9,53,119,50,"19",221,33,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"R221/T33","CCA4276",3480
"589","Eucalyptus kochii subsp. plenissima","Eucalyptus kochii subsp. plenissima","Eucalyptus kochii subsp. plenissima","eucalyptus kochii subsp. plenissima","","Subspecies","D.Nicolle","3482","Lake Deborah East, WA",30,45,56,119,20,"33",206,29,"Alive","None evident","None evident","?","","","","","","Not applicable","Flowered","Flowered",2002,"R205/T31","CCA4102",3488
"590","Eucalyptus wubinensis","Eucalyptus wubinensis","Eucalyptus wubinensis","eucalyptus wubinensis","","Species ","D.Nicolle","3498","Kalannie, WA",29,48,7,117,7,"19",227,29,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"R227/T29","CCA4464",3498
"591","Eucalyptus opimiflora","Eucalyptus opimiflora","Eucalyptus opimiflora","eucalyptus opimiflora","","Species ","D.Nicolle","3515","Badgingarra, WA",30,23,51,115,33,"20",221,37,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"R221/T37","CCA4280",3515
"592","Eucalyptus suberea","Eucalyptus suberea","Eucalyptus suberea","eucalyptus suberea","","Species ","D.Nicolle","3520","Badgingarra, WA",30,15,10,115,25,"9",236,16,"Alive","Severe","Severe","?","Moderate","Primary, secondary & tertiary branches","3 - 6 months","Slight","","None evident","Flowered","Flowered",2001,"R236/T16","CCA4693",3520
"593","Eucalyptus pauciflora subsp. parvifructa","Eucalyptus pauciflora subsp. parvifructa","Eucalyptus pauciflora subsp. parvifructa","eucalyptus pauciflora subsp. parvifructa","","Subspecies","D.Nicolle","353","Mt William 1, Vic",37,17,NA,142,36,"",160,9,"Dead","","","","","","","","","","","",1998,"R341/T21","CCA5946",7047
"594","Eucalyptus cuprea","Eucalyptus cuprea","Eucalyptus cuprea","eucalyptus cuprea","","Species ","D.Nicolle","3536","Murchison River, WA",27,44,54,114,40,"30",235,1,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"R235/T01","CCA4659",3536
"595","Eucalyptus aromaphloia (smooth bark)","Eucalyptus aromaphloia","Eucalyptus aromaphloia","eucalyptus aromaphloia","","Species ","D.Nicolle","355","Mt William, Vic",37,17,NA,142,35,"",74,20,"Dead","","","","","","","","","Died in 2006","","",1995,"R264/T08","CCA4991",4313
"596","Eucalyptus relicta","Eucalyptus relicta","Eucalyptus relicta","eucalyptus relicta","","Species ","D.Nicolle","3550","Whicher Range 1, WA",33,46,28,115,29,"6",239,18,"Alive","Moderate","Severe","?","None evident","","","","","Moderate","Budded","Budded",2001,"R239/T18","CCA4753",3550
"597","Eucalyptus alaticaulis","Eucalyptus alaticaulis","Eucalyptus alaticaulis","eucalyptus alaticaulis","","Species ","D.Nicolle","356","Mt William Range, Vic",37,17,NA,142,35,"",71,33,"Alive","Moderate","Moderate","?","None evident","","","","","Severe","","",1995,"R071/T33","CCA1270",356
"598","Eucalyptus ligulata subsp. stirlingica","Eucalyptus ligulata subsp. stirlingica","Eucalyptus ligulata subsp. stirlingica","eucalyptus ligulata subsp. stirlingica","","Subspecies","D.Nicolle","3560","Mt Trio, WA",34,20,47,118,6,"38",238,4,"Alive","Dead","","","","","","","6 - 12 months","None evident","","",2001,"R238/T04","CCA4727",3560
"599","Eucalyptus vesiculosa","Eucalyptus vesiculosa","Eucalyptus vesiculosa","eucalyptus vesiculosa","","Species ","D.Nicolle","3565","Corackerup Nature Res, WA",34,13,18,118,39,"21",234,9,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"R234/T09","CCA4637",3565
"600","Eucalyptus mcquoidii","Eucalyptus mcquoidii","Eucalyptus mcquoidii","eucalyptus mcquoidii","","Species ","D.Nicolle","3569","Quoin Head, WA",33,59,11,119,49,"3",220,18,"Alive","Slight","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"R220/T18","CCA4233",3569
"601","Eucalyptus verrucata","Eucalyptus verrucata","Eucalyptus verrucata","eucalyptus verrucata","","Species ","D.Nicolle","357","Mt Abrupt 1, Vic",37,36,NA,142,22,"",44,35,"Dead","","","","","","","","","","","",1994,"R045/T29","CCA0661",455
"602","Eucalyptus conferruminata subsp. conferruminata","Eucalyptus conferruminata subsp. conferruminata","Eucalyptus conferruminata subsp. conferruminata","eucalyptus conferruminata subsp. conferruminata","","Subspecies","D.Nicolle","3570","Quoin Head, WA",33,59,5,119,49,"32",230,15,"Alive","Dead","","","","","","","6 - 12 months","Moderate","Flowered","Flowered",2001,"R209/T24","CCA4178",4805
"603","Eucalyptus proxima","Eucalyptus proxima","Eucalyptus proxima","eucalyptus proxima","","Species","D.Nicolle","3571","Desmond, WA",33,38,16,120,9,"1",236,2,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"R236/T01","CCA4685",3571
"604","Eucalyptus purpurata","Eucalyptus purpurata","Eucalyptus purpurata","eucalyptus purpurata","","Species ","D.Nicolle","3579","Bandalup Hill 1, WA",33,40,7,120,24,"3",233,22,"Alive","Moderate","Moderate","?","Extensive","Trunk + primary & secondary branches","3 - 6 months","Slight","","None evident","Flowered","Flowered",2001,"R233/T21","CCA4620",3579
"605","Eucalyptus victoriana","Eucalyptus victoriana","Eucalyptus victoriana","eucalyptus victoriana","","Species ","D.Nicolle","358","Mount Thackeray 1, Vic",37,18,NA,142,19,"",55,32,"Dead","","","","","","","","","","","",1994,"R207/T01","CCA4131",3786
"606","Eucalyptus falciformis","Eucalyptus falciformis","Eucalyptus falciformis","eucalyptus falciformis","","Species ","D.Nicolle","361","Victoria Valley, Vic",37,11,NA,142,20,"",168,19,"Alive","Dead","","","","","","","2 - 3 years","None evident","","",1999,"R168/T19","CCA3383",361
"607","Eucalyptus leptocalyx subsp. petilipes","Eucalyptus leptocalyx subsp. petilipes","Eucalyptus leptocalyx subsp. petilipes","eucalyptus leptocalyx subsp. petilipes","","Subspecies","D.Nicolle","3616","Mt Buraminya, WA",33,6,24,123,0,"24",225,14,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"R225/T14","CCA4387",3616
"608","Eucalyptus luculenta","Eucalyptus luculenta","Eucalyptus luculenta","eucalyptus luculenta","","Species ","D.Nicolle","3618","Mt Buraminya, WA",33,9,27,123,3,"56",203,33,"Alive","None evident","None evident","?","","","","","","Not applicable","Flowered","Flowered",2002,"R203/T33","CCA4051",3618
"609","Eucalyptus lesouefii","Eucalyptus lesouefii","Eucalyptus lesouefii","eucalyptus lesouefii","","Species ","D.Nicolle","3633","Fraser Range, WA",31,34,11,123,22,"44",225,18,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"R041/T30","CCA0562",549
"610","Eucalyptus griffithsii","Eucalyptus griffithsii","Eucalyptus griffithsii","eucalyptus griffithsii","","Species ","D.Nicolle","3637","Fraser Range, WA",31,38,58,123,17,"9",222,13,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"R044/T23","CCA0631",515
"611","Eucalyptus jimberlanica","Eucalyptus jimberlanica","Eucalyptus jimberlanica","eucalyptus jimberlanica","","Species ","D.Nicolle","3647","Norseman west, WA",32,11,39,121,42,"39",222,21,"Alive","None evident","None evident","?","","","","","","None evident","","",2001,"R222/T21","CCA4299",3647
"612","Eucalyptus distuberosa subsp. aerata","Eucalyptus distuberosa subsp. aerata","Eucalyptus distuberosa subsp. aerata","eucalyptus distuberosa subsp. aerata","","Subspecies","D.Nicolle","3653","Bronzite Ridge 1, WA",32,11,28,121,18,"6",221,13,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"R221/T13","CCA4259",3653
"613","Eucalyptus rugulata","Eucalyptus rugulata","Eucalyptus rugulata","eucalyptus rugulata","","Species ","D.Nicolle","3671","South Ironcap, WA",32,40,45,119,46,"49",226,14,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"R226/T14","CCA4417",3671
"614","Eucalyptus alipes","Eucalyptus alipes","Eucalyptus alipes","eucalyptus alipes","","Species ","D.Nicolle","3675","Varley, WA",32,49,17,119,31,"46",228,21,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",2001,"R228/T09","CCA4476",3678
"615","Eucalyptus goniantha subsp. kynoura","Eucalyptus goniantha subsp. kynoura","Eucalyptus goniantha subsp. kynoura","eucalyptus goniantha subsp. kynoura","","Subspecies","D.Nicolle","3759","Point Hillier, WA",35,3,45,117,9,"18",238,8,"Alive","Dead","","","","","","","6 - 12 months","None evident","Flowered","Flowered",2001,"R238/T05","CCA4728",3759
"616","Eucalyptus goniocalyx subsp. viridissima","Eucalyptus goniocalyx subsp. viridissima","Eucalyptus goniocalyx subsp. viridissima","eucalyptus goniocalyx subsp. viridissima","","Subspecies","D.Nicolle","3789","Red Rock, Vic",37,11,1,142,15,"35",204,5,"Alive","Moderate","Severe","?","Scattered","Basal only","3 - 6 months","None evident","","Not applicable","Flowered","Flowered",2002,"R044/T12","CCA0620",449
"617","Eucalyptus blakelyi ","Eucalyptus blakelyi","Eucalyptus blakelyi","eucalyptus blakelyi","","Species ","D.Nicolle","3796","Warby Range Vic",36,17,55,146,9,"52",207,20,"Alive","None evident","None evident","?","","","","","","Not applicable","Flowered","Flowered",2002,"R050/T01","CCA0758",722
"618","Eucalyptus singularis","Eucalyptus singularis","Eucalyptus singularis","eucalyptus singularis","","Species ","D.Nicolle","3816","Pingaring, WA",32,45,6,118,58,"43",206,6,"Alive","Moderate","None evident","??","None evident","","","","","Not applicable","Flowered","Flowered",2002,"R204/T30","CCA4070",3973
"619","Eucalyptus nudicaulis","Eucalyptus nudicaulis","Eucalyptus nudicaulis","eucalyptus nudicaulis","","Species ","D.Nicolle","4184","Mt Isa, Qld",20,33,59,139,28,"40",202,8,"Alive","None evident","None evident","?","","","","","","Not applicable","Flowered","Flowered",2002,"R202/T08","CCA4019",4184
